Course Code,Course Number,Titles,Day,Time,Location
ENI,470,Experience Credit,Thursday,6:00-8:02,Physics Building
ENI,510,Large Bands,Friday,7:00-9:06,Falk
ENI,520,Small Bands,Monday,7:00-9:07,Marshall Square Mall
ENI,530,Reading Band,Tuesday,7:00-9:08,Lyman Hall
ENI,540,University Orchestra,Wednesday,1:00-3:03,Whitman
ENI,550,Small Orchestra,Thursday,2:00-4:03,Schine
ENI,560,Reading Orchestra,Friday,3:00-5:03,Heroy Geology Building
ENL,201,Intermediate English for Non-native Speakers,Monday,4:00-6:03,HBC Gifford
ENL,202,Intermediate English for Non-native Speakers,Tuesday,5:00-7:03,Crouse-Hinds Hall
ENL,203,Speaking and Listening for Non-native Speakers of English,Wednesday,6:00-8:03,Dineen Hall
ENL,205,Intensive Intermediate English for Non-Native Speakers,Thursday,7:00-9:09,Hinds Hall
ENL,207,Advanced Integrated Skills for Non-native Speakers of English,Friday,7:00-9:10,Carnegie
ENL,211,Composition for Non-native Speakers of English,Monday,7:00-9:11,Hall of Languages
ENL,213,Advanced Academic Writing and Research for Non-native Speakers of English,Tuesday,1:00-3:04,Physics Building
ENL,400,Selected Topics,Wednesday,2:00-4:04,Falk
ENV,510,Large Chorus,Thursday,3:00-5:04,Marshall Square Mall
ENV,520,Small Chorus,Friday,4:00-6:04,Lyman Hall
ENV,530,Reading Chorus,Monday,5:00-7:04,Whitman
ENV,540,Hendricks Chapel Choir,Tuesday,6:00-8:04,Schine
ESP,410,"Environment, Sustainability and Policy Capstone Seminar",Wednesday,7:00-9:12,Heroy Geology Building
ETS,105,Introduction to Creative Writing,Thursday,7:00-9:13,HBC Gifford
ETS,107,Living Writers,Friday,7:00-9:14,Crouse-Hinds Hall
ETS,113,"British Literature, Beginnings to 1789",Monday,1:00-3:05,Dineen Hall
ETS,114,"British Literature, 1789 to Present",Tuesday,2:00-4:05,Hinds Hall
ETS,115,Topics in British Literature,Wednesday,3:00-5:05,Carnegie
ETS,117,"American Literature, Beginnings to 1865",Thursday,4:00-6:05,Hall of Languages
ETS,118,"American Literature, 1865 to Present",Friday,5:00-7:05,Physics Building
ETS,119,Topics in U.S. Literature,Monday,6:00-8:05,Falk
ETS,121,Introduction to Shakespeare,Tuesday,7:00-9:15,Marshall Square Mall
ETS,122,Introduction to the Novel,Wednesday,7:00-9:16,Lyman Hall
ETS,142,Narratives of Culture: Introduction to Issues of Critical Reading,Thursday,7:00-9:17,Whitman
ETS,145,Reading Popular Culture,Friday,1:00-3:06,Schine
ETS,146,Interpretation of New Media,Monday,2:00-4:06,Heroy Geology Building
ETS,151,Interpretation of Poetry,Tuesday,3:00-5:06,HBC Gifford
ETS,152,Interpretation of Drama,Wednesday,4:00-6:06,Crouse-Hinds Hall
ETS,153,Interpretation of Fiction,Thursday,5:00-7:06,Dineen Hall
ETS,154,Interpretation of Film,Friday,6:00-8:06,Hinds Hall
ETS,155,Interpretation of Nonfiction,Monday,7:00-9:18,Carnegie
ETS,170,"American Cinema, from Beginnings to Present",Tuesday,7:00-9:19,Hall of Languages
ETS,171,"World Cinema, Beginnings to Present",Wednesday,7:00-9:20,Physics Building
ETS,174,"World Literature, Beginnings to 1000",Thursday,1:00-3:07,Falk
ETS,175,"World Literature, 1000 to Present",Friday,2:00-4:07,Marshall Square Mall
ETS,181,Class and Literary Texts,Monday,3:00-5:07,Lyman Hall
ETS,182,Race and Literary Texts,Tuesday,4:00-6:07,Whitman
ETS,184,Ethnicity and Literary Texts,Wednesday,5:00-7:07,Schine
ETS,192,Gender and Literary Texts,Thursday,6:00-8:07,Heroy Geology Building
ETS,200,Selected Topics,Friday,7:00-9:21,HBC Gifford
ETS,215,Introductory Poetry Workshop,Monday,7:00-9:22,Crouse-Hinds Hall
ETS,217,Introductory Fiction Workshop,Tuesday,7:00-9:23,Dineen Hall
ETS,230,Topics in Ethnic Literary Traditions,Wednesday,1:00-3:08,Hinds Hall
ETS,242,Reading and Interpretation,Thursday,2:00-4:08,Carnegie
ETS,270,Experience Credit,Friday,3:00-5:08,Hall of Languages
ETS,290,Independent Study,Monday,4:00-6:08,Physics Building
ETS,301,Practicum in Reading and Writing Prose,Tuesday,5:00-7:08,Falk
ETS,303,Practicum in Reading and Writing Fiction,Wednesday,6:00-8:08,Marshall Square Mall
ETS,304,Practicum in Reading and Writing Poetry,Thursday,7:00-9:24,Lyman Hall
ETS,305,Topics in Critical Analysis,Friday,7:00-9:25,Whitman
ETS,310,Topics in Literary Periods,Monday,7:00-9:26,Schine
ETS,311,Literary Periods before 1900,Tuesday,1:00-3:09,Heroy Geology Building
ETS,312,Race and Literary Periods,Wednesday,2:00-4:09,HBC Gifford
ETS,313,Race & Literary Periods Before 1900,Thursday,3:00-5:09,Crouse-Hinds Hall
ETS,315,Topics in Ethnic Literatures and Cultures,Friday,4:00-6:09,Dineen Hall
ETS,320,Topics in Authors,Monday,5:00-7:09,Hinds Hall
ETS,321,Authors before 1900,Tuesday,6:00-8:09,Carnegie
ETS,325,History and Varieties of English,Wednesday,7:00-9:27,Hall of Languages
ETS,330,Topics in Theorizing Meaning and Interpretation,Thursday,7:00-9:28,Physics Building
ETS,340,Topics in Theorizing Forms and Genres,Friday,7:00-9:29,Falk
ETS,341,Theorizing Forms and Genres before 1900,Monday,1:00-3:10,Marshall Square Mall
ETS,345,Critical Theory,Tuesday,2:00-4:10,Lyman Hall
ETS,350,Topics in Reading Nation and Empire,Wednesday,3:00-5:10,Whitman
ETS,351,Reading Nation and Empire before 1900,Thursday,4:00-6:10,Schine
ETS,352,"Race, Nation, and Empire",Friday,5:00-7:10,Heroy Geology Building
ETS,353,"Race, Nation, and Empire before 1900",Monday,6:00-8:10,HBC Gifford
ETS,355,The Politics of the English Language,Tuesday,7:00-9:30,Crouse-Hinds Hall
ETS,360,Topics in Reading Gender and Sexualities,Wednesday,7:00-9:31,Dineen Hall
ETS,361,Gender & Sexuality before 1900,Thursday,7:00-9:32,Hinds Hall
ETS,362,"Race, Gender & Sexualities",Friday,1:00-3:11,Carnegie
ETS,363,"Race, Empire, and Sexuality Before 1900",Monday,2:00-4:11,Hall of Languages
ETS,401,Advanced Writing Workshop: Poetry,Tuesday,3:00-5:11,Physics Building
ETS,403,Advanced Writing Workshop: Fiction,Wednesday,4:00-6:11,Falk
ETS,405,Topics in Medicine and Culture,Thursday,5:00-7:11,Marshall Square Mall
ETS,406,Advanced Critical Writing in ETS,Friday,6:00-8:11,Lyman Hall
ETS,407,"Advanced Critical Writing, Topics Before 1900",Monday,7:00-9:33,Whitman
ETS,410,Topics in Forms and Genres,Tuesday,7:00-9:34,Schine
ETS,411,Forms and Genres before 1900,Wednesday,7:00-9:35,Heroy Geology Building
ETS,412,"Race, Forms & Genres",Thursday,1:00-3:12,HBC Gifford
ETS,413,"Race, Forms & Genres Before 1900",Friday,2:00-4:12,Crouse-Hinds Hall
ETS,420,Topics in Cultural Production and Reception,Monday,3:00-5:12,Dineen Hall
ETS,421,Cultural Production and Reception before 1900,Tuesday,4:00-6:12,Hinds Hall
ETS,422,"Race, Cultural Production & Reception",Wednesday,5:00-7:12,Carnegie
ETS,423,"Race, Cultural Production and Reception Before 1900",Thursday,6:00-8:12,Hall of Languages
ETS,425,Topics in Historical Modes of Inquiry,Friday,7:00-9:36,Physics Building
ETS,426,"Topics in Literature, Culture, and Social Change",Monday,7:00-9:37,Falk
ETS,430,Topics in Theorizing Representation,Tuesday,7:00-9:38,Marshall Square Mall
ETS,440,Topics in Theorizing History and Culture,Wednesday,1:00-3:13,Lyman Hall
ETS,441,Theorizing History and Culture before 1900,Thursday,2:00-4:13,Whitman
ETS,444,Topics in Theoretical Modes of Inquiry,Friday,3:00-5:13,Schine
ETS,450,Reading Ethnicity,Monday,4:00-6:13,Heroy Geology Building
ETS,452,Reading Race and Ethnicity,Tuesday,5:00-7:13,HBC Gifford
ETS,453,Reading Race and Ethnicity Before 1900,Wednesday,6:00-8:13,Crouse-Hinds Hall
ETS,460,Topics in Reading Class and Economic Materiality,Thursday,7:00-9:39,Dineen Hall
ETS,464,Topics in Reading Institutions and Ideologies,Friday,7:00-9:40,Hinds Hall
ETS,465,Topics in Political Modes of Inquiry,Monday,7:00-9:41,Carnegie
ETS,470,Experience Credit,Tuesday,1:00-3:14,Hall of Languages
ETS,490,Independent Study,Wednesday,2:00-4:14,Physics Building
ETS,494,Research Practicum in English and Textual Studies,Thursday,3:00-5:14,Falk
ETS,495,Thesis Workshop,Friday,4:00-6:14,Marshall Square Mall
ETS,499,Honors Capstone Project,Monday,5:00-7:14,Lyman Hall
EUP,130,Euphonium/Non Mus Majors,Tuesday,6:00-8:14,Whitman
EUP,135,Euphonium Instruction,Wednesday,7:00-9:42,Schine
EUP,136,Euphonium Instruction,Thursday,7:00-9:43,Heroy Geology Building
EUP,230,Euphonium Instruction,Friday,7:00-9:44,HBC Gifford
EUP,235,Euphonium Instruction,Monday,1:00-3:15,Crouse-Hinds Hall
EUP,236,Euphonium Instruction,Tuesday,2:00-4:15,Dineen Hall
EUP,330,Euphonium Instruction,Wednesday,3:00-5:15,Hinds Hall
EUP,335,Euphonium Instruction,Thursday,4:00-6:15,Carnegie
EUP,336,Euphonium Instruction,Friday,5:00-7:15,Hall of Languages
EUP,339,Performance Honors in Euphonium,Monday,6:00-8:15,Physics Building
EUP,430,Euphonium Instruction,Tuesday,7:00-9:45,Falk
EUP,435,Euphonium Instruction,Wednesday,7:00-9:46,Marshall Square Mall
EUP,436,Euphonium Instruction,Thursday,7:00-9:47,Lyman Hall
EUP,439,Performance Honors in Euphonium,Friday,1:00-3:16,Whitman
EUP,530,Euphonium Instruction,Monday,2:00-4:16,Schine
EUP,535,Euphonium Instruction,Tuesday,3:00-5:16,Heroy Geology Building
EUP,536,Euphonium Instruction,Wednesday,4:00-6:16,HBC Gifford
FAS,104,Fundamentals of Fashion Design,Thursday,5:00-7:16,Crouse-Hinds Hall
FAS,120,Fashion Skills and Techniques I,Friday,6:00-8:16,Dineen Hall
FAS,121,Fashion Skills and Techniques II,Monday,7:00-9:48,Hinds Hall
FAS,147,Visual Thinking,Tuesday,7:00-9:49,Carnegie
FAS,155,Introduction to the Visual Arts,Wednesday,7:00-9:50,Hall of Languages
FAS,222,Fashion Skills and Techniques III,Thursday,1:00-3:17,Physics Building
FAS,223,Fashion Skills and Techniques IV,Friday,2:00-4:17,Falk
FAS,231,Fashion Design Studio I,Monday,3:00-5:17,Marshall Square Mall
FAS,232,Fashion Design Studio II,Tuesday,4:00-6:17,Lyman Hall
FAS,270,Experience Credit,Wednesday,5:00-7:17,Whitman
FAS,300,Selected Topics,Thursday,6:00-8:17,Schine
FAS,301,Digital Presentation for Fashion Design,Friday,7:00-9:51,Heroy Geology Building
FAS,322,Fashion Design: Tailoring,Monday,7:00-9:52,HBC Gifford
FAS,323,Fashion Design: Accessory Design,Tuesday,7:00-9:53,Crouse-Hinds Hall
FAS,332,Fashion Design Studio III,Wednesday,1:00-3:18,Dineen Hall
FAS,333,Fashion Design Studio IV,Thursday,2:00-4:18,Hinds Hall
FAS,335,History of Fashion Design I: Origins and Revivals,Friday,3:00-5:18,Carnegie
FAS,336,History of Fashion Design II: Contemporary Trends,Monday,4:00-6:18,Hall of Languages
FAS,341,Fashion Computer Aided Pattern Design,Tuesday,5:00-7:18,Physics Building
FAS,419,Contemporary Issues in Fashion,Wednesday,6:00-8:18,Falk
FAS,422,Fashion Design: Senior Collection I,Thursday,7:00-9:54,Marshall Square Mall
FAS,423,Fashion Design: Senior Collection II,Friday,7:00-9:55,Lyman Hall
FAS,428,Social and Psychological Factors Influencing Clothing,Monday,7:00-9:56,Whitman
FAS,470,Experience Credit,Tuesday,1:00-3:19,Schine
FAS,490,Independent Study,Wednesday,2:00-4:19,Heroy Geology Building
FAS,499,Honors Capstone Project,Thursday,3:00-5:19,HBC Gifford
FAS,526,Cultural Aspects of Clothing,Friday,4:00-6:19,Crouse-Hinds Hall
FAS,530,Problems in Environmental Arts,Monday,5:00-7:19,Dineen Hall
FHN,120,French Horn Instruction,Tuesday,6:00-8:19,Hinds Hall
FHN,125,French Horn Instruction,Wednesday,7:00-9:57,Carnegie
FHN,126,French Horn Instruction,Thursday,7:00-9:58,Hall of Languages
FHN,220,French Horn Instruction,Friday,7:00-9:59,Physics Building
FHN,225,French Horn Instruction,Monday,1:00-3:00,Falk
FHN,226,French Horn Instruction,Tuesday,2:00-4:00,Marshall Square Mall
FHN,320,French Horn Instruction,Wednesday,3:00-5:00,Lyman Hall
FHN,325,French Horn Instruction,Thursday,4:00-6:00,Whitman
FHN,326,French Horn Instruction,Friday,5:00-7:00,Schine
FHN,329,Performance Honors in French Horn,Monday,6:00-8:00,Heroy Geology Building
FHN,420,French Horn Instruction,Tuesday,7:00-9:00,HBC Gifford
FHN,425,French Horn Instruction,Wednesday,1:00-3:01,Crouse-Hinds Hall
FHN,426,French Horn Instruction,Thursday,2:00-4:01,Dineen Hall
FHN,429,Performance Honors in French Horn,Friday,3:00-5:01,Hinds Hall
FHN,520,French Horn Instruction,Monday,4:00-6:01,Carnegie
FHN,525,French Horn Instruction,Tuesday,5:00-7:01,Hall of Languages
FHN,526,French Horn Instruction,Wednesday,6:00-8:01,Physics Building
FIL,122,Sound/Image,Thursday,7:00-9:01,Falk
FIL,221,Cinematic Modes of Production,Friday,1:00-3:02,Marshall Square Mall
FIL,222,Post-Production Workshop,Monday,2:00-4:02,Lyman Hall
FIL,223,Filmmaking: Storytelling Production,Tuesday,3:00-5:02,Whitman
FIL,225,Problems of Film Perception,Wednesday,4:00-6:02,Schine
FIL,226,Survey of Film Theory,Thursday,5:00-7:02,Heroy Geology Building
FIL,228,Film Scriptwriting,Friday,6:00-8:02,HBC Gifford
FIL,321,Filmmaking:Animation,Monday,7:00-9:02,Crouse-Hinds Hall
FIL,322,Cinematic Modes Workshop,Tuesday,1:00-3:03,Dineen Hall
FIL,324,Scriptwriting Workshop,Wednesday,2:00-4:03,Hinds Hall
FIL,329,Sound Design,Thursday,3:00-5:03,Carnegie
FIL,360,Topics in Film Culture,Friday,4:00-6:03,Hall of Languages
FIL,420,Filmmaking:Senior Project,Monday,5:00-7:03,Physics Building
FIL,499,Honors Capstone Project,Tuesday,6:00-8:03,Falk
FIL,500,Selected Topics,Wednesday,7:00-9:03,Marshall Square Mall
FIL,520,Film Studies Seminar,Thursday,1:00-3:04,Lyman Hall
FIL,521,Filmmaking: Selected Topics,Friday,2:00-4:04,Whitman
FIL,523,Cinema Acting&Directing,Monday,3:00-5:04,Schine
FIL,527,Critical Problems Film&Video,Tuesday,4:00-6:04,Heroy Geology Building
FIN,256,Principles of Finance,Wednesday,5:00-7:04,HBC Gifford
FIN,301,Essentials of Finance,Thursday,6:00-8:04,Crouse-Hinds Hall
FIN,345,Financial Management,Friday,7:00-9:04,Dineen Hall
FIN,346,Investments,Monday,1:00-3:05,Hinds Hall
FIN,355,Money & Banking,Tuesday,2:00-4:05,Carnegie
FIN,378,Financial Planning,Wednesday,3:00-5:05,Hall of Languages
FIN,400,Selected Topics,Thursday,4:00-6:05,Physics Building
FIN,452,Working Capital Management,Friday,5:00-7:05,Falk
FIN,453,New and Emerging Markets,Monday,6:00-8:05,Marshall Square Mall
FIN,457,Internatl Financial Manag,Tuesday,7:00-9:05,Lyman Hall
FIN,458,Fin Instns/Portfolio Mgmt,Wednesday,1:00-3:06,Whitman
FIN,459,Introduction to Derivatives,Thursday,2:00-4:06,Schine
FIN,461,Financial Modeling,Friday,3:00-5:06,Heroy Geology Building
FIN,463,"Model Building for Investment Banking, Equity Research, and Credit Analysis",Monday,4:00-6:06,HBC Gifford
FIN,464,Institutional Trading,Tuesday,5:00-7:06,Crouse-Hinds Hall
FIN,465,The Securities Market,Wednesday,6:00-8:06,Dineen Hall
FIN,466,Value Investing,Thursday,7:00-9:06,Hinds Hall
FIN,468,Seminar in Finance,Friday,1:00-3:07,Carnegie
FIN,469,Distress Investing,Monday,2:00-4:07,Hall of Languages
FIN,471,Financial Instit & Mkts,Tuesday,3:00-5:07,Physics Building
FIN,473,Control Investing,Wednesday,4:00-6:07,Falk
FLL,131,Chinese Writing,Thursday,5:00-7:07,Marshall Square Mall
FLL,141,Beginning Cantonese Conversation,Friday,6:00-8:07,Lyman Hall
FLL,404,’AZAHAR’ The Islamic Conquest and the Christian Reconquest,Monday,7:00-9:07,Whitman
FLT,110,Flute Instruction,Tuesday,1:00-3:08,Schine
FLT,115,Flute Instruction,Wednesday,2:00-4:08,Heroy Geology Building
FLT,116,Flute/Music Majors,Thursday,3:00-5:08,HBC Gifford
FLT,210,Flute Instruction,Friday,4:00-6:08,Crouse-Hinds Hall
FLT,215,Flute Instruction,Monday,5:00-7:08,Dineen Hall
FLT,216,Flute Instruction,Tuesday,6:00-8:08,Hinds Hall
FLT,310,Flute Instruction,Wednesday,7:00-9:08,Carnegie
FLT,315,Flute Instruction,Thursday,1:00-3:09,Hall of Languages
FLT,316,Flute Instruction,Friday,2:00-4:09,Physics Building
FLT,319,Performance Honors in Flute,Monday,3:00-5:09,Falk
FLT,410,Flute Instruction,Tuesday,4:00-6:09,Marshall Square Mall
FLT,415,Flute Instruction,Wednesday,5:00-7:09,Lyman Hall
FLT,416,Flute Instruction,Thursday,6:00-8:09,Whitman
FLT,419,Performance Honors in Flute,Friday,7:00-9:09,Schine
FLT,510,Flute Instruction,Monday,1:00-3:10,Heroy Geology Building
FLT,515,Flute Instruction,Tuesday,2:00-4:10,HBC Gifford
FLT,516,Flute Instruction,Wednesday,3:00-5:10,Crouse-Hinds Hall
FND,101,Beginning Drawing for Nonmajors,Thursday,4:00-6:10,Dineen Hall
FND,102,Beginning Figure Drawing for Nonmajors,Friday,5:00-7:10,Hinds Hall
FND,103,Basic Design I,Monday,6:00-8:10,Carnegie
FND,104,Basic Design II,Tuesday,7:00-9:10,Hall of Languages
FND,105,General Drawing I,Wednesday,1:00-3:11,Physics Building
FND,106,General Drawing II,Thursday,2:00-4:11,Falk
FND,107,Figure Drawing 1,Friday,3:00-5:11,Marshall Square Mall
FND,108,Figure Drawing II,Monday,4:00-6:11,Lyman Hall
FND,112,Special Topics in Time Arts,Tuesday,5:00-7:11,Whitman
FND,114,Special Topics in Foundation Drawing,Wednesday,6:00-8:11,Schine
FND,115,Two-Dimensional Creative Processes,Thursday,7:00-9:11,Heroy Geology Building
FND,116,Special Topics in Two-Dimensional Creative Processes,Friday,1:00-3:12,HBC Gifford
FND,117,Dimensional Arts,Monday,2:00-4:12,Crouse-Hinds Hall
FND,118,Special Topics in Three-Dimensional Arts,Tuesday,3:00-5:12,Dineen Hall
FND,120,Time Arts Teaching Assistant Course,Wednesday,4:00-6:12,Hinds Hall
FND,200,Selected Topics,Thursday,5:00-7:12,Carnegie
FRE,101,French I,Friday,6:00-8:12,Hall of Languages
FRE,102,French II,Monday,7:00-9:12,Physics Building
FRE,201,French III,Tuesday,1:00-3:13,Falk
FRE,202,French IV,Wednesday,2:00-4:13,Marshall Square Mall
FRE,210,Intermediate Oral Practice,Thursday,3:00-5:13,Lyman Hall
FRE,290,Independent Study,Friday,4:00-6:13,Whitman
FRE,300,Selected Topics,Monday,5:00-7:13,Schine
FRE,301,French Grammar and Composition,Tuesday,6:00-8:13,Heroy Geology Building
FRE,302,French Phonetics and Conversation,Wednesday,7:00-9:13,HBC Gifford
FRE,305,Evolution and Revolution through the Centuries,Thursday,1:00-3:14,Crouse-Hinds Hall
FRE,306,From Romanticism to Postmodernism,Friday,2:00-4:14,Dineen Hall
FRE,307,Varieties of Realism,Monday,3:00-5:14,Hinds Hall
FRE,315,French Civilization,Tuesday,4:00-6:14,Carnegie
FRE,316,Contemporary French Culture,Wednesday,5:00-7:14,Hall of Languages
FRE,317,Business French,Thursday,6:00-8:14,Physics Building
FRE,325,Junior Language Usage,Friday,7:00-9:14,Falk
FRE,400,Selected Topics,Monday,1:00-3:15,Marshall Square Mall
FRE,401,Translation/Traduction,Tuesday,2:00-4:15,Lyman Hall
FRE,403,Topics in French and Francophone Literature and Film,Wednesday,3:00-5:15,Whitman
FRE,405,French Culture in Age of Louis XIV,Thursday,4:00-6:15,Schine
FRE,407,French Libertine Fictions,Friday,5:00-7:15,Heroy Geology Building
FRE,409,French Culture and Revolution,Monday,6:00-8:15,HBC Gifford
FRE,411,Moliere,Tuesday,7:00-9:15,Crouse-Hinds Hall
FRE,412,French Women Writers,Wednesday,1:00-3:16,Dineen Hall
FRE,417,”Impressions d’Afrique”:Caribbean Gazes,Thursday,2:00-4:16,Hinds Hall
FRE,419,Sembene Ousmane and the African Cinema,Friday,3:00-5:16,Carnegie
FRE,421,Francophone African Criticism,Monday,4:00-6:16,Hall of Languages
FRE,427,The Renaissance Body,Tuesday,5:00-7:16,Physics Building
FRE,431,Montaigne and the New World of Renaissance Writing,Wednesday,6:00-8:16,Falk
FRE,439,Art in France from Impressionism to Surrealism,Thursday,7:00-9:16,Marshall Square Mall
FRE,441,France Under the Occupation,Friday,1:00-3:17,Lyman Hall
FRE,443,Modern French Drama,Monday,2:00-4:17,Whitman
FRE,447,France from the Revolution to the Great War,Tuesday,3:00-5:17,Schine
FRE,449,France from the Treaty of Versailles to European Integration,Wednesday,4:00-6:17,Heroy Geology Building
FSC,206,Intermediate Forensic Science,Thursday,5:00-7:17,HBC Gifford
FSC,300,Selected Topics,Friday,6:00-8:17,Crouse-Hinds Hall
FSC,332,Intro to Forensic Anthropology,Monday,7:00-9:17,Dineen Hall
FSC,406,Advanced Forensic Science,Tuesday,1:00-3:18,Hinds Hall
FSC,431,Statistics for Forensic Science,Wednesday,2:00-4:18,Carnegie
FSC,435,Medicolegal Death Investigation I,Thursday,3:00-5:18,Hall of Languages
FSC,436,Medicolegal Death Investigation II,Friday,4:00-6:18,Physics Building
FSC,437,Medicolegal Death Investigation for Emergency Responders,Monday,5:00-7:18,Falk
FSC,440,Special Topics in Advanced Forensics,Tuesday,6:00-8:18,Marshall Square Mall
FSC,444,Forensic Chemical Analysis,Wednesday,7:00-9:18,Lyman Hall
FSC,451,Forensic Pathology,Thursday,1:00-3:19,Whitman
FSC,452,Forensic Mental Health,Friday,2:00-4:19,Schine
FSC,453,Forensic Toxicology,Monday,3:00-5:19,Heroy Geology Building
FSC,454,Nuclear Forensics,Tuesday,4:00-6:19,HBC Gifford
FSC,457,Principles of Human Toxicology,Wednesday,5:00-7:19,Crouse-Hinds Hall
